Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1152,130.2,2m 10.2s,-26.91172311,-49.03358253,P-GPS,83.3,25.4,0.0,0.0,0.0,0.0,83.7,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0,0,1.9,5.7,-1.4,-179.7,180.3,1024,1024,1024,1016,364,,,,,
1153,130.3,2m 10.3s,-26.91172313,-49.03358259,P-GPS,82.7,25.2,0.0,0.0,0.0,0.0,83.7,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0,0,1.9,5.3,-1.6,-179.8,180.2,1024,1024,1024,1015,364,,,,,
1154,130.4,2m 10.4s,-26.91172305,-49.03358263,P-GPS,82.0,25.0,0.0,0.0,0.0,0.0,83.6,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0,0,1.9,5.2,-1.7,-179.9,180.1,1024,1024,1024,1015,364,,,,,
1155,130.5,2m 10.5s,-26.91172308,-49.03358268,P-GPS,81.4,24.8,0.0,0.0,1.1,0.5,83.6,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0,0,2,5,-1.3,179.8,179.8,1024,1024,1024,1019,364,,,,,
1156,130.6,2m 10.6s,-26.91172301,-49.03358263,P-GPS,80.7,24.6,0.0,0.0,1.1,0.5,83.6,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0,0,2,5.1,-1.1,179.8,179.8,1024,1024,1024,1017,364,,,,,
1157,130.7,2m 10.7s,-26.91172304,-49.03358281,P-GPS,80.1,24.4,0.0,0.0,0.0,0.0,83.6,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0,0,2,5.1,-1.2,179.6,179.6,1024,1024,1024,1016,364,,,,,
1158,130.8,2m 10.8s,-26.91172298,-49.03358277,P-GPS,79.4,24.2,0.2,0.1,1.1,0.5,83.6,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0.1,0,1.9,5.5,-1.1,179.7,179.7,1024,1024,1024,1015,364,,,,,
1159,130.9,2m 10.9s,-26.91172273,-49.03358283,P-GPS,78.7,24.0,0.2,0.1,0.0,0.0,83.5,25.5,-26.91155751,-49.03376056,18,5,41,14.024,0.119,3.444,3.513,3.504,3.563,0.1,0,2,5.8,-1.4,179.7,179.7,1024,1024,1024,1013,364,,,,,
1160,131,2m 11s,-26.91172272,-49.03358299,P-GPS,78.1,23.8,0.2,0.1,0.0,0.0,83.5,25.4,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.1,0,2,5.8,-1.2,179.8,179.8,1024,1024,1024,1018,364,,,,,
1161,131.1,2m 11.1s,-26.91172255,-49.03358305,P-GPS,77.4,23.6,0.2,0.1,0.0,0.0,83.4,25.4,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.1,0,1.9,5.9,-1.5,179.8,179.8,1024,1024,1024,1019,364,,,,,
1162,131.2,2m 11.2s,-26.91172236,-49.03358303,P-GPS,76.8,23.4,0.4,0.2,0.0,0.0,83.4,25.4,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.2,0,1.9,5.9,-1.6,179.8,179.8,1024,1024,1024,1016,364,,,,,
1163,131.3,2m 11.3s,-26.91172207,-49.03358343,P-GPS,76.1,23.2,0.4,0.2,1.1,0.5,83.2,25.4,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.2,0,1.9,5.7,-1.8,179.8,179.8,1024,1024,1024,1015,364,,,,,
1164,131.4,2m 11.4s,-26.91172184,-49.03358341,P-GPS,75.5,23.0,0.4,0.2,0.0,0.0,83.2,25.3,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.2,0,2,5.7,-2,179.8,179.8,1024,1024,1024,1013,364,,,,,
1165,131.5,2m 11.5s,-26.91172154,-49.0335835,P-GPS,74.8,22.8,0.4,0.2,1.1,0.5,83.1,25.3,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.2,0,1.9,5.4,-2,-179.9,180.1,1024,1024,1024,1013,364,,,,,
1166,131.6,2m 11.6s,-26.91172129,-49.03358347,P-GPS,74.1,22.6,0.4,0.2,1.1,0.5,83.0,25.3,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.2,0,2,5.2,-2,-179.8,180.2,1024,1024,1024,1014,364,,,,,
1167,131.8,2m 11.8s,-26.91172077,-49.0335836,P-GPS,72.8,22.2,0.7,0.3,0.7,0.3,82.8,25.2,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.3,0,1.9,4.6,-2,-179.5,180.5,1024,1024,1024,1016,364,,,,,
1168,131.9,2m 11.9s,-26.91172038,-49.03358381,P-GPS,72.2,22.0,0.7,0.3,0.0,0.0,82.7,25.2,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.3,0,2,4.1,-1.5,-179.4,180.6,1024,1024,1024,1014,364,,,,,
1169,132.1,2m 12.1s,-26.91171988,-49.03358398,P-GPS,70.9,21.6,0.7,0.3,0.7,0.3,82.5,25.1,-26.91155751,-49.03376056,18,5,41,14.149,0.09,3.489,3.553,3.528,3.579,0.3,0,2,3,-2,-179.1,180.9,1024,1024,1024,1013,364,,,,,
1170,132.2,2m 12.2s,-26.91171962,-49.03358396,P-GPS,69.9,21.3,0.4,0.2,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0.2,0,2,1.9,-2.7,-179,181,1024,1024,1024,1002,364,,,,,
1171,132.3,2m 12.3s,-26.91171933,-49.03358429,P-GPS,69.2,21.1,0.4,0.2,1.1,0.5,82.3,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0.2,0,2,0.7,-3.6,-178.9,181.1,1024,1024,1024,990,364,,,,,
1172,132.4,2m 12.4s,-26.91171914,-49.03358421,P-GPS,68.6,20.9,0.3,0.1,0.0,0.0,82.3,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0.1,0.1,1.9,0,-4.1,-178.9,181.1,1024,1024,1024,955,385,,,,,
1173,132.5,2m 12.5s,-26.91171894,-49.03358419,P-GPS,67.9,20.7,0.3,0.1,0.0,0.0,82.2,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0.1,0.1,2,0,-4.1,-179.1,180.9,1024,1024,1024,1023,612,,,,,
1174,132.6,2m 12.6s,-26.91171883,-49.03358419,P-GPS,67.3,20.5,0.4,0.2,0.0,0.0,82.2,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0,0.2,1.8,-0.2,-2.4,-179.4,180.6,1024,1024,1024,1024,771,,,,,
1175,132.7,2m 12.7s,-26.91171886,-49.03358394,P-GPS,66.9,20.4,0.4,0.2,0.0,0.0,82.3,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0,0.2,1.2,1.1,-2,-179.8,180.2,1024,1024,1024,1024,1024,,,,,
1176,132.8,2m 12.8s,-26.91171886,-49.03358367,P-GPS,66.6,20.3,0.4,0.2,0.0,0.0,82.3,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0,0.2,0.7,3.6,-1.8,179.5,179.5,1024,1024,1024,1024,1024,,,,,
1177,132.9,2m 12.9s,-26.91171892,-49.03358364,P-GPS,66.6,20.3,0.4,0.2,1.1,0.5,82.3,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0,0.2,0.4,5.8,-1.3,179,179,1024,1024,1024,1024,1024,,,,,
1178,133,2m 13s,-26.91171889,-49.03358334,P-GPS,66.6,20.3,0.7,0.3,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0,0.3,0.4,6.8,-0.6,178.5,178.5,1024,1024,1024,1024,1024,,,,,
1179,133.1,2m 13.1s,-26.91171883,-49.03358308,P-GPS,66.6,20.3,0.4,0.2,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,14,0.079,3.462,3.51,3.487,3.541,0,0.2,0.3,6.8,0,178,178,1024,1024,1024,1024,1024,,,,,
1180,133.2,2m 13.2s,-26.91171867,-49.03358309,P-GPS,66.3,20.2,0.5,0.2,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.1,0.2,0.3,6.5,0.3,177.7,177.7,1024,1024,1024,1024,1024,,,,,
1181,133.3,2m 13.3s,-26.91171874,-49.03358279,P-GPS,66.3,20.2,0.2,0.1,0.0,0.0,82.5,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0,0.1,0.2,6.1,0.2,177.4,177.4,1024,1024,1024,1024,1024,,,,,
1182,133.4,2m 13.4s,-26.91171865,-49.03358265,P-GPS,66.3,20.2,0.3,0.1,0.0,0.0,82.5,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.1,0.1,0.2,5.7,0,177.3,177.3,1024,1024,1024,971,1024,,,,,
1183,133.5,2m 13.5s,-26.9117186,-49.03358285,P-GPS,66.3,20.2,0.2,0.1,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.1,0,0.1,5.9,-0.4,177.3,177.3,1024,1024,1024,627,1024,,,,,
1184,133.6,2m 13.6s,-26.91171848,-49.03358277,P-GPS,66.3,20.2,0.2,0.1,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.1,0,0,6.1,-0.8,175.5,175.5,1024,1024,1024,430,1024,,,,,
1185,133.7,2m 13.7s,-26.9117182,-49.03358267,P-GPS,66.3,20.2,0.2,0.1,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.1,0,0.1,5.9,-0.9,169.8,169.8,1024,1024,1024,430,1024,,,,,
1186,133.8,2m 13.8s,-26.91171825,-49.03358279,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,82.4,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.1,0,0.1,5.4,-1,162.4,162.4,1024,1024,1024,426,1024,,,,,
1187,133.9,2m 13.9s,-26.91171794,-49.03358277,P-GPS,66.3,20.2,0.4,0.2,0.0,0.0,82.3,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.2,0,0,5,-1.3,154.5,154.5,1024,1024,1024,413,1024,,,,,
1188,134,2m 14s,-26.91171773,-49.0335828,P-GPS,65.9,20.1,0.4,0.2,1.1,0.5,82.2,25.1,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.2,0,0.1,4.6,-0.9,146.6,146.6,1024,1024,1024,404,1017,,,,,
1189,134.1,2m 14.1s,-26.91171744,-49.03358301,P-GPS,65.9,20.1,0.4,0.2,0.0,0.0,82.1,25.0,-26.91155751,-49.03376056,18,5,41,13.991,0.086,3.455,3.516,3.479,3.541,0.2,0,0,3.8,-1,138.4,138.4,1024,1024,1024,408,1016,,,,,
1190,134.2,2m 14.2s,-26.91171722,-49.03358313,P-GPS,65.9,20.1,0.5,0.2,1.5,0.7,82.0,25.0,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0.2,-0.1,0,3.1,-0.9,129.7,129.7,1024,1024,1024,429,1024,,,,,
1191,134.3,2m 14.3s,-26.91171681,-49.03358335,P-GPS,65.9,20.1,0.5,0.2,1.1,0.5,81.9,24.9,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0.2,-0.1,0.1,2.3,-0.4,120.8,120.8,1024,1024,1024,518,1024,,,,,
1192,134.4,2m 14.4s,-26.91171658,-49.03358365,P-GPS,65.9,20.1,0.6,0.3,1.1,0.5,81.7,24.9,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0.2,-0.2,0,1.7,0.1,112.2,112.2,1024,1024,1024,712,1024,,,,,
1193,134.5,2m 14.5s,-26.9117163,-49.03358388,P-GPS,65.9,20.1,0.5,0.2,1.1,0.5,81.6,24.9,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0.1,-0.2,0,1.3,0.5,104.4,104.4,1024,1024,1024,905,1024,,,,,
1194,134.6,2m 14.6s,-26.91171618,-49.03358412,P-GPS,65.9,20.1,0.5,0.2,0.0,0.0,81.5,24.8,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0.1,-0.2,0,0.9,1,99.5,99.5,1024,1024,1024,1024,1024,,,,,
1195,134.7,2m 14.7s,-26.911716,-49.03358447,P-GPS,65.9,20.1,0.4,0.2,0.0,0.0,81.4,24.8,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0,-0.2,0,0.8,1,96.4,96.4,1024,1024,1024,1024,1024,,,,,
1196,134.8,2m 14.8s,-26.9117159,-49.0335848,P-GPS,65.9,20.1,0.4,0.2,1.1,0.5,81.3,24.8,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0,-0.2,0,0.4,0.6,95.5,95.5,1024,1024,1024,1024,1024,,,,,
1197,134.9,2m 14.9s,-26.91171585,-49.03358524,P-GPS,65.9,20.1,0.7,0.3,1.1,0.5,81.2,24.7,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0,-0.3,0,-0.1,0.1,95.2,95.2,1024,1024,1024,1024,1024,,,,,
1198,135,2m 15s,-26.9117159,-49.03358553,P-GPS,65.9,20.1,0.4,0.2,1.5,0.7,81.1,24.7,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0,-0.2,0,-0.9,-0.5,95.2,95.2,1024,1024,1024,1024,1024,,,,,
1199,135.1,2m 15.1s,-26.91171576,-49.0335859,P-GPS,65.6,20.0,0.4,0.2,1.5,0.7,81.0,24.7,-26.91155751,-49.03376056,18,5,41,13.746,0.083,3.396,3.457,3.414,3.479,0,-0.2,0,-1.4,-1.1,95.3,95.3,1024,1024,1024,1024,1024,,,,,
1200,135.2,2m 15.2s,-26.91171585,-49.03358617,P-GPS,65.6,20.0,0.5,0.2,1.5,0.7,81.0,24.7,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,-0.1,-0.2,0,-1.7,-1.6,95.2,95.2,1024,1024,1024,1024,1024,,,,,
1201,135.3,2m 15.3s,-26.91171602,-49.03358657,P-GPS,65.6,20.0,0.4,0.2,1.1,0.5,80.9,24.7,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,0,-0.2,0,-1.7,-2,95.1,95.1,1024,1024,1024,1024,1024,,,,,
1202,135.5,2m 15.5s,-26.91171606,-49.03358724,P-GPS,65.6,20.0,0.5,0.2,1.0,0.4,80.8,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,-0.1,-0.2,0,-2,-2.6,94.8,94.8,1024,1024,832,1024,1024,,,,,
1203,135.6,2m 15.6s,-26.91171616,-49.03358744,P-GPS,65.6,20.0,0.3,0.1,0.7,0.3,80.8,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,-0.1,-0.1,0,-2.1,-2.8,94.6,94.6,1024,1024,364,1024,1024,,,,,
1204,135.7,2m 15.7s,-26.91171613,-49.03358768,P-GPS,65.6,20.0,0.3,0.1,0.0,0.0,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,-0.1,-0.1,0,-2.4,-2.8,94.4,94.4,1024,1024,364,1024,1024,,,,,
1205,135.8,2m 15.8s,-26.91171623,-49.03358782,P-GPS,65.6,20.0,0.3,0.1,0.0,0.0,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,-0.1,-0.1,0,-2.5,-2.6,94.4,94.4,1024,1024,364,1024,1024,,,,,
1206,136,2m 16s,-26.91171642,-49.03358826,P-GPS,65.6,20.0,0.2,0.1,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,-0.1,0,0,-2.3,-2.8,94.1,94.1,1024,1024,364,1024,1024,,,,,
1207,136.1,2m 16.1s,-26.91171643,-49.03358833,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,0,0,0,-2.3,-3.1,94,94,1024,1024,1024,1024,1024,,,,,
1208,136.2,2m 16.2s,-26.9117165,-49.0335884,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,0,0,0,-2.3,-3.1,93.9,93.9,1024,1024,936,1024,1024,,,,,
1209,136.3,2m 16.3s,-26.91171646,-49.03358845,P-GPS,65.6,20.0,0.0,0.0,1.1,0.5,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.867,0.087,3.424,3.483,3.449,3.511,0,0,0,-2.2,-3.1,93.8,93.8,1024,1024,1625,1024,1024,,,,,
1210,136.5,2m 16.5s,-26.91171651,-49.03358839,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-2.4,-2.5,93.8,93.8,1024,1024,1684,1024,1024,,,,,
1211,136.6,2m 16.6s,-26.91171647,-49.03358838,P-GPS,65.6,20.0,0.0,0.0,0.7,0.3,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-2.2,-2.3,93.8,93.8,1024,1024,1684,1024,1024,,,,,
1212,136.7,2m 16.7s,-26.91171658,-49.03358841,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-1.7,-2.1,93.8,93.8,1024,1024,1684,1024,1024,,,,,
1213,136.8,2m 16.8s,-26.91171659,-49.03358836,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-1.5,-1.9,93.7,93.7,1024,1024,1684,1024,1024,,,,,
1214,136.9,2m 16.9s,-26.91171654,-49.03358847,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-1.6,-1.9,93.7,93.7,1024,1024,1684,1024,1024,,,,,
1215,137,2m 17s,-26.91171657,-49.03358844,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.6,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-1.8,-1.8,93.7,93.7,1024,1024,1684,1024,1024,,,,,
1216,137.1,2m 17.1s,-26.9117166,-49.0335883,P-GPS,65.6,20.0,0.0,0.0,1.1,0.5,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,-0.1,-1.9,-1.8,93.9,93.9,1024,1024,1684,1024,1024,,,,,
1217,137.2,2m 17.2s,-26.91171653,-49.0335883,P-GPS,65.6,20.0,0.0,0.0,0.0,0.0,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0,0,-1.9,-1.7,94.2,94.2,1024,1024,1024,1024,1024,,,,,
1218,137.3,2m 17.3s,-26.91171658,-49.03358824,P-GPS,65.6,20.0,0.2,0.1,1.1,0.5,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.924,0.083,3.439,3.497,3.466,3.522,0,0.1,0,-2,-1.9,94.4,94.4,1024,1024,1024,1024,1024,,,,,
1219,137.4,2m 17.4s,-26.91171662,-49.03358817,P-GPS,65.6,20.0,0.2,0.1,0.0,0.0,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-2.1,-2.1,94.8,94.8,1024,1024,1024,1024,1024,,,,,
1220,137.5,2m 17.5s,-26.9117166,-49.03358801,P-GPS,65.9,20.1,0.2,0.1,1.1,0.5,80.7,24.6,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.9,-2.4,95.1,95.1,1024,1024,1024,1024,1024,,,,,
1221,137.6,2m 17.6s,-26.91171664,-49.03358794,P-GPS,65.9,20.1,0.2,0.1,1.1,0.5,80.8,24.6,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.6,-2.6,95.3,95.3,1024,1024,1024,1024,1024,,,,,
1222,137.7,2m 17.7s,-26.91171678,-49.03358767,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,80.9,24.6,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.3,-2.6,95.2,95.2,1024,1024,1024,1024,1024,,,,,
1223,137.8,2m 17.8s,-26.91171685,-49.03358753,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,80.9,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.2,-2.4,95,95,1024,1024,1024,1024,1024,,,,,
1224,137.9,2m 17.9s,-26.91171684,-49.03358746,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,80.9,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.1,-2.5,94.8,94.8,1024,1024,1633,1024,1024,,,,,
1225,138,2m 18s,-26.91171692,-49.03358732,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,81.0,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1,-2.6,94.7,94.7,1024,1024,1684,1024,1024,,,,,
1226,138.1,2m 18.1s,-26.91171699,-49.03358725,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,81.0,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.1,-2.6,94.5,94.5,1024,1024,1684,1024,1024,,,,,
1227,138.2,2m 18.2s,-26.91171702,-49.03358715,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,81.0,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-1.2,-2.5,94.4,94.4,1024,1024,1024,1024,1024,,,,,
1228,138.3,2m 18.3s,-26.91171709,-49.03358697,P-GPS,65.9,20.1,0.3,0.1,0.0,0.0,81.1,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1.2,-2.4,94.3,94.3,1024,1024,1024,1024,1024,,,,,
1229,138.4,2m 18.4s,-26.91171719,-49.03358682,P-GPS,65.9,20.1,0.3,0.1,1.1,0.5,81.2,24.7,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1,-2.5,94.3,94.3,1024,1024,1024,1024,1024,,,,,
1230,138.5,2m 18.5s,-26.91171731,-49.03358667,P-GPS,65.9,20.1,0.3,0.1,0.0,0.0,81.2,24.8,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1.1,-2.5,94.3,94.3,1024,1024,1024,1024,1024,,,,,
1231,138.6,2m 18.6s,-26.91171742,-49.03358652,P-GPS,65.9,20.1,0.3,0.1,0.0,0.0,81.3,24.8,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1.2,-2.7,94.3,94.3,1024,1024,1024,1024,1024,,,,,
1232,138.7,2m 18.7s,-26.91171755,-49.03358644,P-GPS,65.9,20.1,0.3,0.1,0.0,0.0,81.3,24.8,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1.4,-2.7,94.3,94.3,1024,1024,1024,1024,1024,,,,,
1233,138.8,2m 18.8s,-26.91171764,-49.03358631,P-GPS,65.9,20.1,0.3,0.1,1.1,0.5,81.4,24.8,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1.3,-3,94.2,94.2,1024,1024,636,1024,1024,,,,,
1234,138.9,2m 18.9s,-26.91171775,-49.0335861,P-GPS,65.9,20.1,0.3,0.1,0.0,0.0,81.5,24.8,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1.2,-3,94.2,94.2,1024,1024,412,1024,1024,,,,,
1235,139,2m 19s,-26.91171784,-49.03358593,P-GPS,65.9,20.1,0.3,0.1,0.0,0.0,81.5,24.9,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,-0.1,0.1,0,-1,-3,94.2,94.2,1024,1024,411,1024,1024,,,,,
1236,139.1,2m 19.1s,-26.9117178,-49.03358591,P-GPS,65.9,20.1,0.2,0.1,1.1,0.5,81.5,24.8,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-0.7,-3,94.2,94.2,1024,1024,450,1024,1024,,,,,
1237,139.2,2m 19.2s,-26.91171788,-49.03358576,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,81.6,24.9,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-0.5,-2.9,94.2,94.2,1024,1024,1024,1024,1024,,,,,
1238,139.3,2m 19.3s,-26.91171796,-49.03358563,P-GPS,65.9,20.1,0.2,0.1,0.0,0.0,81.6,24.9,-26.91155751,-49.03376056,18,5,41,13.919,0.099,3.429,3.493,3.469,3.528,0,0.1,0,-0.6,-2.8,94.3,94.3,1024,1024,1024,1024,1024,,,,,
