Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1,4.2,0m 4.2s,-26.91155643,-49.03376134,P-GPS,0.7,0.2,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,15,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.2,0,-0.2,-75.3,284.7,1024,1024,1024,1024,1024,,,,,RTH Altitude: 30M
2,4.3,0m 4.3s,-26.91155634,-49.03376135,P-GPS,0.7,0.2,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.1,0,-0.1,-75.2,284.8,1024,1024,1024,1024,1024,,,,,
3,4.4,0m 4.4s,-26.91155635,-49.03376136,P-GPS,0.7,0.2,0.0,0.0,1.1,0.5,0.6,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.1,-0.1,0,-75.2,284.8,1024,1024,1024,1024,1091,,,,,
4,4.5,0m 4.5s,-26.91155627,-49.03376117,P-GPS,1.0,0.3,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.1,0,0,-75.1,284.9,1024,1024,1024,1024,1110,,,,,
5,4.6,0m 4.6s,-26.91155626,-49.03376121,P-GPS,1.0,0.3,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.1,0,0,-75,285,1024,1024,1024,1024,1197,,,,,
6,4.7,0m 4.7s,-26.91155616,-49.03376112,P-GPS,1.0,0.3,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.1,0,0,-74.9,285.1,1024,1024,1024,1024,1338,,,,,
7,4.8,0m 4.8s,-26.91155616,-49.03376113,P-GPS,1.3,0.4,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.1,0,-0.2,-74.8,285.2,1024,1024,1024,1024,1390,,,,,
8,4.9,0m 4.9s,-26.91155591,-49.03376108,P-GPS,1.3,0.4,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.2,-0.2,-0.4,-74.8,285.2,1024,1024,1024,1024,1382,,,,,
9,5,0m 5s,-26.91155592,-49.03376109,P-GPS,1.3,0.4,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.4,-0.2,-0.5,-74.9,285.1,1024,1024,1024,1024,1378,,,,,
10,5.1,0m 5.1s,-26.91155594,-49.03376112,P-GPS,1.6,0.5,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,16,5,48,15.097,0.06,3.738,3.779,3.782,3.798,0,0,-0.5,-0.3,-0.8,-74.9,285.1,1024,1024,1024,1024,1383,,,,,
11,5.2,0m 5.2s,-26.91155592,-49.03376111,P-GPS,1.6,0.5,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,16,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-0.5,-0.3,-0.8,-74.8,285.2,1024,1024,1024,1024,1404,,,,,
12,5.4,0m 5.4s,-26.91155587,-49.03376119,P-GPS,2.0,0.6,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,16,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-0.6,-0.2,-0.6,-74.7,285.3,1024,1024,1024,1024,1410,,,,,
13,5.5,0m 5.5s,-26.91155584,-49.03376119,P-GPS,2.3,0.7,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,15,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-0.7,0,-0.6,-74.5,285.5,1024,1024,1024,1024,1425,,,,,
14,5.6,0m 5.6s,-26.91155586,-49.03376122,P-GPS,2.6,0.8,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,15,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-0.8,0.2,-0.5,-74.5,285.5,1024,1024,1024,1024,1436,,,,,
15,5.7,0m 5.7s,-26.91155579,-49.03376124,P-GPS,3.0,0.9,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,16,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-0.8,0.5,-0.5,-74.5,285.5,1024,1024,1024,1024,1447,,,,,
16,5.8,0m 5.8s,-26.9115558,-49.03376125,P-GPS,3.3,1.0,0.0,0.0,1.1,0.5,0.8,0.2,-26.91155751,-49.03376056,16,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-0.9,0.7,-0.4,-74.5,285.5,1024,1024,1024,1022,1463,,,,,
17,5.9,0m 5.9s,-26.91155583,-49.03376136,P-GPS,3.6,1.1,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,16,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-1,0.9,-0.4,-74.5,285.5,1024,1024,1024,1022,1476,,,,,
18,6,0m 6s,-26.91155586,-49.03376135,P-GPS,3.9,1.2,0.0,0.0,1.1,0.5,0.7,0.2,-26.91155751,-49.03376056,16,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-1,1,-0.2,-74.6,285.4,1024,1024,1024,1023,1513,,,,,
19,6.1,0m 6.1s,-26.91155585,-49.03376148,P-GPS,4.3,1.3,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-1,1.1,-0.1,-74.6,285.4,1024,1024,1024,1022,1581,,,,,
20,6.2,0m 6.2s,-26.91155587,-49.03376144,P-GPS,4.6,1.4,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,15.045,0.018,3.752,3.767,3.756,3.77,0,0,-1.1,1.1,0,-74.7,285.3,1024,1024,1024,1022,1668,,,,,
21,6.3,0m 6.3s,-26.9115561,-49.0337613,P-GPS,4.9,1.5,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,16,5,48,14.325,0.062,3.554,3.589,3.566,3.616,0,0,-1.3,1.2,-0.1,-74.7,285.3,1024,1024,1024,1023,1684,,,,,
22,6.4,0m 6.4s,-26.91155609,-49.03376126,P-GPS,5.6,1.7,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,16,5,48,14.325,0.062,3.554,3.589,3.566,3.616,0,0,-1.5,0.9,0,-74.7,285.3,1024,1024,1024,1024,1684,,,,,
23,6.5,0m 6.5s,-26.91155642,-49.03376111,P-GPS,5.9,1.8,0.2,0.1,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,14.325,0.062,3.554,3.589,3.566,3.616,-0.1,0,-1.7,0.7,0,-74.8,285.2,1024,1024,1024,1024,1684,,,,,
24,6.6,0m 6.6s,-26.91155644,-49.03376107,P-GPS,6.6,2.0,0.2,0.1,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,14.325,0.062,3.554,3.589,3.566,3.616,-0.1,0,-1.8,0.5,0.1,-74.9,285.1,1024,1024,1024,1024,1684,,,,,
25,6.7,0m 6.7s,-26.91155681,-49.03376086,P-GPS,7.2,2.2,0.0,0.0,1.1,0.5,0.3,0.1,-26.91155751,-49.03376056,17,5,48,14.325,0.062,3.554,3.589,3.566,3.616,0,0,-1.8,0.2,0.4,-75,285,1024,1024,1024,1024,1684,,,,,
26,6.8,0m 6.8s,-26.91155681,-49.03376083,P-GPS,7.9,2.4,0.0,0.0,1.1,0.5,0.3,0.1,-26.91155751,-49.03376056,17,5,48,14.325,0.062,3.554,3.589,3.566,3.616,0,0,-1.9,0.3,0.6,-75.2,284.8,1024,1024,1024,1043,1684,,,,,
27,6.9,0m 6.9s,-26.91155722,-49.03376051,P-GPS,8.5,2.6,0.2,0.1,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,14.325,0.062,3.554,3.589,3.566,3.616,-0.1,0,-1.9,0.4,0.6,-75.3,284.7,1024,1024,1024,1071,1684,,,,,
28,7,0m 7s,-26.91155735,-49.03376047,P-GPS,9.2,2.8,0.2,0.1,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,14.325,0.062,3.554,3.589,3.566,3.616,-0.1,0,-2,0.1,0.6,-75.5,284.5,1024,1024,1024,1063,1684,,,,,
29,7.1,0m 7.1s,-26.91155761,-49.03376016,P-GPS,9.8,3.0,0.2,0.1,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,16,5,48,14.325,0.062,3.554,3.589,3.566,3.616,-0.1,0,-1.9,-0.1,0.6,-75.6,284.4,1024,1024,1024,1048,1684,,,,,
30,7.2,0m 7.2s,-26.9115577,-49.0337601,P-GPS,10.5,3.2,0.0,0.0,1.1,0.5,0.0,0.0,-26.91155751,-49.03376056,16,5,48,14.325,0.062,3.554,3.589,3.566,3.616,0,0,-1.9,-0.6,0.7,-75.8,284.2,1024,1024,1024,1060,1684,,,,,
31,7.3,0m 7.3s,-26.91155782,-49.03375987,P-GPS,11.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-1,0.9,-75.9,284.1,1024,1024,1024,1051,1684,,,,,
32,7.4,0m 7.4s,-26.91155786,-49.0337598,P-GPS,11.8,3.6,0.0,0.0,0.0,0.0,0.3,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-1.3,1.2,-76.1,283.9,1024,1024,1024,1049,1684,,,,,
33,7.5,0m 7.5s,-26.91155791,-49.03375946,P-GPS,12.5,3.8,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-1.6,1.2,-76.1,283.9,1024,1024,1024,1044,1684,,,,,
34,7.6,0m 7.6s,-26.91155791,-49.0337594,P-GPS,13.1,4.0,0.0,0.0,1.1,0.5,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-2,0.8,-76,284,1024,1024,1024,1043,1684,,,,,
35,7.7,0m 7.7s,-26.91155781,-49.03375921,P-GPS,13.8,4.2,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-2.2,0.3,-75.8,284.2,1024,1024,1024,1051,1684,,,,,
36,7.8,0m 7.8s,-26.91155775,-49.03375927,P-GPS,14.4,4.4,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-2.1,-0.1,-75.5,284.5,1024,1024,1024,1048,1684,,,,,
37,7.9,0m 7.9s,-26.91155781,-49.03375904,P-GPS,15.1,4.6,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-2,-0.4,-75.3,284.7,1024,1024,1024,1024,1684,,,,,
38,8,0m 8s,-26.91155781,-49.03375905,P-GPS,15.7,4.8,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-1.8,-0.4,-75.2,284.8,1024,1024,1024,1034,1684,,,,,
39,8.1,0m 8.1s,-26.91155762,-49.03375902,P-GPS,16.4,5.0,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-1.5,-0.2,-75.2,284.8,1024,1024,1024,1079,1684,,,,,
40,8.2,0m 8.2s,-26.91155763,-49.03375908,P-GPS,17.1,5.2,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.96,0.097,3.454,3.488,3.467,3.551,0,0,-1.9,-1.2,0,-75.3,284.7,1024,1024,1024,1079,1684,,,,,
41,8.3,0m 8.3s,-26.91155745,-49.03375901,P-GPS,17.7,5.4,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,0,-1.9,-1.1,0,-75,285,1024,1024,1024,1090,1684,,,,,
42,8.4,0m 8.4s,-26.91155746,-49.03375904,P-GPS,18.4,5.6,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,0,-1.9,-1,0,-74.7,285.3,1024,1024,1024,1071,1684,,,,,
43,8.6,0m 8.6s,-26.91155717,-49.033759,P-GPS,19.7,6.0,0.0,0.0,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,0,-1.9,-1.1,-0.1,-74.3,285.7,1024,1024,1024,1060,1684,,,,,
44,8.7,0m 8.7s,-26.91155697,-49.03375892,P-GPS,20.3,6.2,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,0,-1.9,-1.1,-0.3,-74.2,285.8,1024,1024,1024,1048,1684,,,,,
45,8.9,0m 8.9s,-26.91155668,-49.03375904,P-GPS,21.7,6.6,0.2,0.1,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0.1,0,-1.9,-1.3,-0.7,-74.1,285.9,1024,1024,1024,1029,1684,,,,,
46,9,0m 9s,-26.91155659,-49.03375911,P-GPS,22.3,6.8,0.0,0.0,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,0,-1.9,-1.5,-0.9,-74.1,285.9,1024,1024,1024,1024,1684,,,,,
47,9.1,0m 9.1s,-26.91155651,-49.03375908,P-GPS,23.0,7.0,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,0,-1.9,-1.4,-1.1,-74,286,1024,1024,1024,1024,1684,,,,,
48,9.2,0m 9.2s,-26.91155636,-49.0337592,P-GPS,23.6,7.2,0.2,0.1,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,-0.1,-1.9,-1.2,-1.1,-73.9,286.1,1024,1024,1024,1024,1684,,,,,
49,9.3,0m 9.3s,-26.9115563,-49.03375939,P-GPS,24.6,7.5,0.2,0.1,1.1,0.5,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,-0.1,-2,-0.9,-1.2,-73.8,286.2,1024,1024,1024,1024,1684,,,,,
50,9.4,0m 9.4s,-26.91155623,-49.03375953,P-GPS,24.9,7.6,0.2,0.1,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,17,5,48,13.856,0.091,3.427,3.466,3.445,3.518,0,-0.1,-1.9,-0.5,-1.4,-73.8,286.2,1024,1024,1024,1024,1684,,,,,
51,9.5,0m 9.5s,-26.91155613,-49.03375957,P-GPS,25.6,7.8,0.2,0.1,1.1,0.5,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,-0.1,-1.9,-0.2,-1.4,-73.8,286.2,1024,1024,1024,1024,1684,,,,,
52,9.6,0m 9.6s,-26.91155611,-49.03375971,P-GPS,26.2,8.0,0.2,0.1,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,-0.1,-2,-0.1,-1,-73.8,286.2,1024,1024,1024,1024,1684,,,,,
53,9.7,0m 9.7s,-26.91155605,-49.03375967,P-GPS,26.9,8.2,0.2,0.1,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,-0.1,-2,0,-0.6,-73.8,286.2,1024,1024,1024,1024,1684,,,,,
54,9.8,0m 9.8s,-26.91155596,-49.03375977,P-GPS,27.9,8.5,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-2,0,-0.3,-73.9,286.1,1024,1024,1024,1024,1684,,,,,
55,9.9,0m 9.9s,-26.91155599,-49.03375993,P-GPS,28.5,8.7,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-2,0,-0.3,-73.9,286.1,1024,1024,1024,1024,1684,,,,,
56,10,0m 10s,-26.91155594,-49.03376001,P-GPS,29.2,8.9,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-2,0,-0.4,-73.9,286.1,1024,1024,1024,1024,1684,,,,,
57,10.1,0m 10.1s,-26.9115557,-49.03376002,P-GPS,29.9,9.1,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-2,0,-0.5,-73.9,286.1,1024,1024,1024,1022,1681,,,,,
58,10.2,0m 10.2s,-26.91155565,-49.03376007,P-GPS,30.5,9.3,0.0,0.0,1.1,0.5,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-2,0,-0.7,-74,286,1024,1024,1024,1112,1305,,,,,
59,10.3,0m 10.3s,-26.91155561,-49.03376009,P-GPS,31.2,9.5,0.0,0.0,1.1,0.5,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-1.9,-0.2,-0.9,-74,286,1024,1024,1024,1024,1091,,,,,
60,10.4,0m 10.4s,-26.91155554,-49.03376016,P-GPS,31.5,9.6,0.0,0.0,1.1,0.5,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.936,0.105,3.441,3.486,3.463,3.546,0,0,-1.5,-0.4,-1.4,-73.7,286.3,1024,1024,1024,1024,1024,,,,,
61,10.5,0m 10.5s,-26.91155549,-49.03376015,P-GPS,32.2,9.8,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-1.1,-0.9,-1.9,-73.6,286.4,1024,1024,1024,1024,1024,,,,,
62,10.6,0m 10.6s,-26.91155549,-49.03376014,P-GPS,32.2,9.8,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.7,-1,-2.2,-73.5,286.5,1024,1024,1024,1024,1024,,,,,
63,10.7,0m 10.7s,-26.91155544,-49.03376011,P-GPS,32.5,9.9,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.5,-1.1,-2.4,-73.5,286.5,1024,1024,1024,1024,1024,,,,,
64,10.8,0m 10.8s,-26.91155543,-49.03376016,P-GPS,32.5,9.9,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.3,-0.9,-2.4,-73.6,286.4,1024,1024,1024,1024,1024,,,,,
65,10.9,0m 10.9s,-26.91155539,-49.03376019,P-GPS,32.8,10.0,0.0,0.0,0.0,0.0,0.8,0.3,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.3,-0.7,-2.4,-73.7,286.3,1024,1024,1024,1011,1024,,,,,
66,11,0m 11s,-26.91155546,-49.03376022,P-GPS,32.8,10.0,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.2,-0.5,-2.4,-73.7,286.3,1024,1024,1024,1022,1024,,,,,
67,11.1,0m 11.1s,-26.91155547,-49.0337602,P-GPS,32.8,10.0,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.1,-0.4,-2.4,-73.6,286.4,1024,1024,1024,1022,1024,,,,,
68,11.2,0m 11.2s,-26.91155555,-49.03376023,P-GPS,32.8,10.0,0.0,0.0,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,0,-0.5,-2.4,-73.5,286.5,1024,1024,1024,1020,1113,,,,,
69,11.3,0m 11.3s,-26.91155563,-49.03376026,P-GPS,32.8,10.0,0.0,0.0,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,-0.1,-0.6,-2.3,-73.4,286.6,1024,1024,1024,1022,1165,,,,,
70,11.4,0m 11.4s,-26.91155558,-49.03376018,P-GPS,32.8,10.0,0.0,0.0,0.0,0.0,0.8,0.2,-26.91155751,-49.03376056,17,5,48,13.927,0.1,3.44,3.485,3.462,3.54,0,0,0,-0.7,-2.2,-73.5,286.5,1024,1024,1024,1020,1206,,,,,
71,11.5,0m 11.5s,-26.91155577,-49.03376031,P-GPS,32.8,10.0,0.2,0.1,0.0,0.0,0.7,0.2,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,0,-0.7,-1.9,-73.6,286.4,1024,1024,1024,972,1319,,,,,
72,11.6,0m 11.6s,-26.91155587,-49.03376032,P-GPS,32.8,10.0,0.2,0.1,0.0,0.0,0.6,0.2,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,-0.2,-0.7,-1.3,-73.8,286.2,1024,1024,1024,972,1319,,,,,
73,11.8,0m 11.8s,-26.91155628,-49.03376048,P-GPS,33.1,10.1,0.2,0.1,0.0,0.0,0.5,0.2,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,-0.4,-0.7,-0.1,-74.8,285.2,1024,1024,1024,888,1480,,,,,
74,12,0m 12s,-26.91155682,-49.0337606,P-GPS,33.8,10.3,0.2,0.1,1.1,0.5,0.0,0.0,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,-1,-0.6,1,-77.5,282.5,1024,1024,1024,895,1641,,,,,
75,12.1,0m 12.1s,-26.91155709,-49.03376059,P-GPS,34.1,10.4,0.2,0.1,0.7,0.3,0.3,0.1,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,-1.2,-0.7,1.3,-78.7,281.3,1024,1024,1024,927,1660,,,,,
76,12.2,0m 12.2s,-26.91155725,-49.03376063,P-GPS,34.4,10.5,0.2,0.1,0.0,0.0,0.3,0.1,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,-1.3,-0.8,1.7,-79.6,280.4,1024,1024,1024,936,1662,,,,,
77,12.3,0m 12.3s,-26.91155732,-49.03376079,P-GPS,35.1,10.7,0.2,0.1,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,-0.1,0,-1.5,-0.9,2.2,-80.4,279.6,1024,1024,1024,940,1665,,,,,
78,12.4,0m 12.4s,-26.91155741,-49.03376085,P-GPS,35.4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,0,0,-1.7,-1.1,2,-81,279,1024,1024,1024,947,1664,,,,,
79,12.5,0m 12.5s,-26.91155763,-49.03376085,P-GPS,36.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,13.933,0.151,3.429,3.47,3.454,3.58,0,0,-1.7,-1.1,1.7,-81.4,278.6,1024,1024,1024,1034,1509,,,,,
80,12.7,0m 12.7s,-26.91155766,-49.03376105,P-GPS,37.1,11.3,0.0,0.0,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,0,0,-1.4,-1,1,-80.6,279.4,1024,1024,1024,1024,1024,,,,,
81,12.8,0m 12.8s,-26.91155768,-49.03376114,P-GPS,37.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,0,0,-1,-0.9,0.9,-80.2,279.8,1024,1024,1024,992,1024,,,,,
82,12.9,0m 12.9s,-26.9115577,-49.03376122,P-GPS,37.7,11.5,0.2,0.1,0.0,0.0,0.3,0.1,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,0,-0.1,-0.6,-0.9,1,-79.9,280.1,1024,1023,1024,972,1024,,,,,
83,13,0m 13s,-26.91155771,-49.03376133,P-GPS,38.1,11.6,0.2,0.1,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,0,-0.1,-0.4,-0.7,1.1,-80,280,568,839,1024,1024,1024,,,,,
84,13.1,0m 13.1s,-26.91155762,-49.03376119,P-GPS,38.1,11.6,0.0,0.0,0.0,0.0,0.3,0.1,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,0,0,-0.2,0,-0.6,-80,280,365,758,1024,1024,1024,,,,,
85,13.2,0m 13.2s,-26.91155772,-49.03376123,P-GPS,38.1,11.6,0.2,0.1,0.0,0.0,0.3,0.1,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,-0.1,0,-0.1,2.6,-12.1,-80.3,279.7,364,808,1024,1024,1024,,,,,
86,13.3,0m 13.3s,-26.91155798,-49.0337612,P-GPS,38.1,11.6,0.7,0.3,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,-0.3,0,-0.1,4.3,-20.2,-80.8,279.2,380,829,1024,1024,1024,,,,,
87,13.4,0m 13.4s,-26.9115585,-49.03376116,P-GPS,38.4,11.7,1.6,0.7,0.0,0.0,0.4,0.1,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,-0.7,0,-0.1,4.4,-22.6,-80.9,279.1,367,809,1024,1024,1024,,,,,
